customer_id,order_id,product_id,product_name,category,brand,warehouse_id,city,state,region,supplier_id,selling_price,procurement_cost,discount_percent,promotion,promotion_name,promotion_type,holiday_flag,holiday_name,festival_flag,festival_name,weekend,month,day_of_week,units_sold,inventory_level,reorder_point,safety_stock,supplier_lead_time_days,lead_time_variability,stockout_flag,inventory_turnover,delivery_time_days,return_quantity,shipping_cost,profit_margin,demand_trend,weather,payment_method,delivery_status,year,quarter,week,day,day_of_year,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,season,lag_1,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_min_7,rolling_max_7,rolling_mean_14,rolling_std_14,rolling_min_14,rolling_max_14,rolling_mean_30,rolling_std_30,rolling_min_30,rolling_max_30,ema_7,ema_14,ema_30,expanding_mean,difference_1,difference_7,growth_rate,month_sin,month_cos,weekday_sin,weekday_cos
2990,2990,35,56,2,10,5,5,9,0,28,17034.0,15882.34,25,1,5,3,0,3,0,0,1,11,6,31,216,59,39,2,2,0,0.14,6,0,298.05,6.76,0,3,2,2,2024,4,46,17,322,1,0,0,0,0,3,22.0,79.0,38.0,0.0,48.42857142857143,27.46426249302381,15.0,87.0,54.214285714285715,24.59574250659145,15.0,96.0,53.72,19.460472758902853,15.0,96.0,45.16625474884469,50.394650950539145,56.08897396824198,53.72,9.0,-48.0,0.40909090909090917,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
1573,1573,35,56,2,10,3,2,6,2,46,8628.3,6233.09,10,1,6,4,0,3,0,0,1,11,5,53,239,33,48,12,0,0,0.22,2,1,139.28,27.76,2,3,1,3,2024,4,47,23,328,1,0,0,0,0,3,31.0,54.0,96.0,0.0,48.285714285714285,27.43303535104033,15.0,87.0,51.142857142857146,21.461439993472165,15.0,87.0,53.69230769230769,19.06781420251253,15.0,96.0,47.12469106163352,50.74203082380059,55.8896853251296,53.69230769230769,22.0,-1.0,0.7096774193548387,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
2050,2050,35,56,2,10,0,3,7,2,22,8997.0,7223.03,25,1,5,3,0,3,0,0,0,12,1,40,46,37,24,12,0,0,0.87,2,0,213.11,19.72,2,5,4,2,2024,4,52,24,359,0,0,0,0,0,0,53.0,52.0,47.0,0.0,46.57142857142857,27.53698811209596,15.0,87.0,50.642857142857146,21.646130024901566,15.0,87.0,53.18518518518518,18.882301516004624,15.0,96.0,45.34351829622514,49.30976004729385,54.86454433641156,53.18518518518518,-13.0,-12.0,-0.24528301886792447,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
4653,4653,35,56,2,10,2,7,5,3,32,34061.3,30071.29,30,1,3,0,0,3,0,0,0,4,4,38,227,65,25,10,1,0,0.17,2,1,144.56,11.71,1,0,3,3,2025,2,14,4,94,0,0,0,0,0,1,40.0,78.0,55.0,0.0,40.857142857142854,23.828754138845017,15.0,87.0,49.42857142857143,21.858687010024134,15.0,87.0,52.642857142857146,18.7502380937264,15.0,96.0,43.507638722168856,47.801792040988005,53.7765092179334,52.642857142857146,-2.0,-40.0,-0.050000000000000044,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
1992,1992,35,56,2,10,1,1,3,2,39,40820.4,27816.52,10,1,1,2,0,3,1,4,0,4,2,92,102,64,42,3,0,0,0.9,4,0,119.56,31.86,0,0,2,3,2025,2,15,9,99,0,0,0,0,0,1,38.0,15.0,39.0,0.0,51.857142857142854,27.406985553738984,22.0,92.0,53.214285714285715,24.360051065465523,15.0,92.0,54.0,19.809809979617963,15.0,96.0,55.630729041626644,53.69488643552294,56.24254088129254,54.0,54.0,77.0,1.4210526315789473,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
2519,2519,35,56,2,10,3,2,6,2,18,10785.0,10661.55,40,1,2,1,0,3,0,0,0,5,0,28,59,46,48,9,2,0,0.47,6,3,332.21,1.14,1,4,0,2,2025,2,20,12,132,0,0,0,0,0,1,92.0,87.0,67.0,0.0,43.42857142857143,23.606899717788316,22.0,92.0,50.42857142857143,24.886555795060502,15.0,92.0,53.13333333333333,20.035715236982963,15.0,96.0,48.723046781219985,50.268901577453214,54.42044146959625,53.13333333333333,-64.0,-59.0,-0.6956521739130435,0.49999999999999994,-0.8660254037844387,0.0,1.0
4426,4426,35,56,2,10,5,5,9,0,36,37980.55,31919.27,15,1,0,4,0,3,0,0,1,6,6,39,141,69,22,9,2,0,0.28,5,1,238.17,15.96,0,4,2,4,2025,2,22,1,152,1,1,0,0,0,2,28.0,22.0,37.0,73.0,45.857142857142854,21.8435999126256,28.0,92.0,50.57142857142857,24.809161724945593,15.0,92.0,52.0,19.833792132238038,15.0,96.0,46.29228508591499,48.76638136712612,53.4255742780094,52.67741935483871,11.0,17.0,0.3928571428571428,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
1666,1666,35,56,2,10,6,0,2,3,41,28143.0,17673.52,0,0,4,4,0,3,0,0,1,7,6,52,172,58,33,3,0,0,0.3,7,3,198.45,37.2,0,5,2,4,2025,3,27,6,187,1,0,0,0,0,2,39.0,31.0,79.0,50.0,48.857142857142854,20.884033545818138,28.0,92.0,48.642857142857146,23.440947548638515,15.0,92.0,52.06666666666667,19.83019872843425,15.0,96.0,47.719213814436245,49.19753051817598,53.33360174394428,52.65625,13.0,21.0,0.33333333333333326,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
882,882,35,56,2,10,9,9,0,2,11,17947.3,18291.52,30,1,2,1,0,3,0,0,0,8,2,26,90,67,23,10,2,0,0.29,4,2,304.6,-1.92,1,4,0,2,2025,3,32,6,218,0,0,0,0,0,2,52.0,53.0,54.0,46.0,45.0,22.427661492005804,26.0,92.0,46.642857142857146,24.132987774022077,15.0,92.0,51.4,20.370025307654448,15.0,96.0,42.28941036082718,46.10452644908585,51.57014356691562,51.84848484848485,-26.0,-27.0,-0.5,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
3332,3332,35,56,2,10,6,0,2,3,45,26480.7,19605.81,10,1,6,4,0,3,0,0,0,10,2,93,188,37,22,2,1,0,0.49,7,2,165.23,25.96,1,4,3,4,2025,4,43,22,295,0,0,0,0,0,3,26.0,40.0,52.0,41.0,52.57142857142857,28.56488020196096,26.0,93.0,49.57142857142857,27.134180220963675,15.0,93.0,53.13333333333333,21.628100070132792,15.0,96.0,54.967057770620386,52.357256255874404,54.24303753034042,53.05882352941177,67.0,53.0,2.576923076923077,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
3619,3619,35,56,2,10,7,4,4,2,26,38580.0,32597.35,20,1,3,0,0,3,0,0,0,11,1,25,214,33,38,8,2,0,0.12,1,2,156.36,15.51,0,4,0,2,2025,4,45,4,308,0,0,0,0,0,3,93.0,38.0,78.0,53.0,50.714285714285715,30.053919798224246,25.0,93.0,45.785714285714285,26.55380190489482,15.0,93.0,52.2,22.229833945429714,15.0,96.0,47.47529332796529,48.70962208842449,52.35638994773782,52.25714285714286,-68.0,-13.0,-0.7311827956989247,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
2489,2489,35,56,2,10,8,6,8,1,19,10320.3,7564.21,10,1,5,3,0,3,0,0,0,11,1,80,98,39,32,5,1,0,0.82,1,1,243.54,26.71,1,2,0,2,2025,4,46,11,315,0,0,0,0,0,3,25.0,92.0,15.0,53.0,49.0,27.543904346818127,25.0,93.0,50.42857142857143,26.439231589306203,22.0,93.0,53.1,22.802525570949218,15.0,96.0,55.60646999597397,52.881672476634556,54.139848660786996,53.02777777777778,55.0,-12.0,2.2,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
274,274,35,56,2,10,6,0,2,3,32,10328.5,8588.32,30,1,2,1,0,3,0,0,0,11,2,87,195,60,50,10,1,0,0.45,3,3,306.72,16.85,1,2,4,4,2025,4,46,12,316,0,0,0,0,0,3,80.0,28.0,87.0,51.0,57.42857142857143,29.033642226775157,25.0,93.0,50.42857142857143,26.439231589306203,22.0,93.0,54.3,23.620782783606998,15.0,96.0,63.45485249698048,57.43078281308328,56.25985842460719,53.945945945945944,7.0,59.0,0.08749999999999991,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
2165,2165,35,56,2,10,5,5,9,0,46,15612.0,15420.43,25,1,0,4,0,3,0,0,0,12,0,60,197,39,32,10,1,0,0.3,6,2,58.61,1.23,1,4,0,1,2025,4,1,29,363,0,0,0,0,0,0,87.0,39.0,22.0,72.0,60.42857142857143,27.873865554536593,25.0,93.0,53.142857142857146,25.21860467944295,25.0,93.0,53.9,23.411388328082463,15.0,96.0,62.591139372735356,57.77334510467218,56.50115788108414,54.10526315789474,-27.0,21.0,-0.31034482758620685,-2.4492935982947064e-16,1.0,0.0,1.0
2254,2254,36,30,2,6,0,3,7,2,21,20280.15,13585.34,15,1,2,1,0,3,0,0,0,2,4,86,157,79,22,2,0,0,0.55,1,3,139.93,33.01,2,5,0,2,2023,1,7,17,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,86.0,86.0,86.0,86.0,86.0,86.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
1728,1728,36,30,2,6,8,6,8,1,36,24157.7,22386.87,30,1,2,1,0,3,0,0,0,3,0,26,194,49,23,10,2,0,0.13,2,0,110.12,7.33,0,0,3,0,2023,1,13,27,86,0,0,0,0,0,1,86.0,0.0,0.0,0.0,56.0,42.42640687119285,26.0,86.0,56.0,42.42640687119285,26.0,86.0,56.0,42.42640687119285,26.0,86.0,71.0,78.0,82.12903225806451,56.0,-60.0,0.0,-0.6976744186046512,1.0,6.123233995736766e-17,0.0,1.0
114,114,36,30,2,6,1,1,3,2,35,13739.4,14062.53,40,1,6,4,0,3,0,0,0,3,1,81,135,42,46,10,2,0,0.6,6,2,82.55,-2.35,0,3,0,2,2023,1,13,28,87,0,0,0,0,0,1,26.0,0.0,0.0,0.0,64.33333333333333,33.291640592396966,26.0,86.0,64.33333333333333,33.291640592396966,26.0,86.0,64.33333333333333,33.291640592396966,26.0,86.0,73.5,78.4,82.05619146722164,64.33333333333333,55.0,0.0,2.1153846153846154,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
872,872,36,30,2,6,5,5,9,0,46,4795.2,3980.4,20,1,1,2,0,3,0,0,0,4,4,80,219,40,31,12,2,0,0.37,5,1,139.42,16.99,0,4,3,2,2023,2,14,7,97,0,0,0,0,0,1,81.0,0.0,0.0,0.0,68.25,28.28869031963127,26.0,86.0,68.25,28.28869031963127,26.0,86.0,68.25,28.28869031963127,26.0,86.0,75.125,78.61333333333334,81.92353395320734,68.25,-1.0,0.0,-0.012345679012345734,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
2144,2144,36,30,2,6,9,9,0,2,12,29964.0,30582.05,25,1,1,2,0,3,0,0,0,5,4,21,74,72,24,2,2,0,0.28,6,2,245.93,-2.06,2,0,5,2,2023,2,19,12,132,0,0,0,0,0,1,80.0,0.0,0.0,0.0,58.8,32.35274331490299,21.0,86.0,58.8,32.35274331490299,21.0,86.0,58.8,32.35274331490299,21.0,86.0,61.59375,70.93155555555556,77.99298337558106,58.8,-59.0,0.0,-0.7375,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
928,928,36,30,2,6,5,5,9,0,42,31689.0,27606.26,30,1,3,0,0,3,0,0,0,5,2,81,192,56,23,12,0,0,0.42,5,2,330.61,12.88,1,2,5,2,2023,2,22,31,151,0,0,1,0,0,1,21.0,0.0,0.0,0.0,62.5,30.32325840011261,21.0,86.0,62.5,30.32325840011261,21.0,86.0,62.5,30.32325840011261,21.0,86.0,66.4453125,72.27401481481482,78.18698444812422,62.5,60.0,0.0,2.857142857142857,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
1351,1351,36,30,2,6,9,9,0,2,10,26444.6,20885.99,30,1,0,4,0,3,0,0,0,6,2,21,176,74,40,8,2,0,0.12,7,3,52.32,21.02,2,2,4,2,2023,2,26,28,179,0,0,0,0,0,2,81.0,0.0,0.0,0.0,56.57142857142857,31.81643780006986,21.0,86.0,56.57142857142857,31.81643780006986,21.0,86.0,56.57142857142857,31.81643780006986,21.0,86.0,55.083984375,65.43747950617285,74.49750158050331,56.57142857142857,-60.0,0.0,-0.7407407407407407,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
3693,3693,36,30,2,6,3,2,6,2,36,770.4,534.87,10,1,6,4,0,3,0,0,1,7,6,50,180,62,50,7,0,0,0.28,5,2,180.37,30.57,0,3,0,0,2023,3,29,23,204,1,0,0,0,0,2,21.0,86.0,0.0,0.0,51.42857142857143,29.056595022227125,21.0,81.0,55.75,29.54778212609922,21.0,86.0,55.75,29.54778212609922,21.0,86.0,53.81298828125,63.3791489053498,72.91701760756762,55.75,29.0,-36.0,1.380952380952381,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2553,2553,36,30,2,6,6,0,2,3,30,22441.6,18538.75,20,1,0,4,0,3,0,0,0,10,2,27,48,42,36,2,0,0,0.56,5,2,268.93,17.39,1,1,4,2,2023,4,42,18,291,0,0,0,0,0,3,50.0,26.0,0.0,0.0,51.57142857142857,28.912841108275416,21.0,81.0,52.55555555555556,29.253679730553177,21.0,86.0,52.55555555555556,29.253679730553177,21.0,86.0,47.1097412109375,58.52859571796983,69.95462937482131,52.55555555555556,-23.0,1.0,-0.45999999999999996,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2216,2216,36,30,2,6,3,2,6,2,15,36118.5,28030.69,25,1,0,4,0,3,0,0,0,11,2,50,222,64,22,6,1,0,0.23,1,3,137.3,22.39,0,1,2,2,2023,4,46,15,319,0,0,0,0,0,3,27.0,81.0,0.0,0.0,47.142857142857146,25.86779575346258,21.0,81.0,52.3,27.592470792671765,21.0,86.0,52.3,27.592470792671765,21.0,86.0,47.832305908203125,57.391449622240515,68.66723393128444,52.3,23.0,-31.0,0.8518518518518519,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
4054,4054,36,30,2,6,6,0,2,3,22,42107.3,38445.23,15,1,3,0,0,3,0,0,0,11,0,28,188,72,45,4,1,0,0.15,4,1,118.25,8.7,1,2,3,0,2023,4,47,20,324,0,0,0,0,0,3,50.0,80.0,0.0,0.0,39.714285714285715,22.043247535351078,21.0,81.0,50.09090909090909,27.18254787710139,21.0,86.0,50.09090909090909,27.18254787710139,21.0,86.0,42.874229431152344,53.47258967260845,66.04354141958868,50.09090909090909,-22.0,-52.0,-0.43999999999999995,-0.5000000000000004,0.8660254037844384,0.0,1.0
470,470,36,30,2,6,2,7,5,3,11,10953.9,7163.33,10,1,3,0,0,3,0,0,0,12,0,72,245,40,21,11,2,0,0.29,1,0,132.39,34.6,1,4,1,3,2023,4,50,11,345,0,0,0,0,0,0,28.0,21.0,0.0,0.0,47.0,23.223551264467133,21.0,81.0,51.916666666666664,26.678075211111036,21.0,86.0,51.916666666666664,26.678075211111036,21.0,86.0,50.15567207336426,55.942911049593995,66.4278290699378,51.916666666666664,44.0,51.0,1.5714285714285716,-2.4492935982947064e-16,1.0,0.0,1.0
2528,2528,36,30,2,6,1,1,3,2,11,25307.1,16100.84,10,1,5,3,0,3,0,0,0,12,1,64,132,32,45,12,2,0,0.48,6,3,198.97,36.38,0,5,0,1,2023,4,51,19,353,0,0,0,0,0,0,72.0,81.0,0.0,0.0,44.57142857142857,19.696506821068056,21.0,72.0,52.84615384615385,25.76123105833698,21.0,86.0,52.84615384615385,25.76123105833698,21.0,86.0,53.61675405502319,57.0171895763148,66.27119493639343,52.84615384615385,-8.0,-17.0,-0.11111111111111116,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
907,907,36,30,2,6,8,6,8,1,17,26365.3,18891.86,15,1,6,4,0,3,0,0,0,12,2,45,199,75,22,3,1,0,0.23,7,1,205.53,28.35,2,1,2,4,2023,4,52,27,361,0,0,0,0,0,0,64.0,21.0,0.0,0.0,48.0,16.782927833565456,27.0,72.0,52.285714285714285,24.839263495301367,21.0,86.0,52.285714285714285,24.839263495301367,21.0,86.0,51.462565541267395,55.41489763280616,64.89885977920676,52.285714285714285,-19.0,24.0,-0.296875,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
4320,4320,36,30,2,6,2,7,5,3,0,10381.6,7950.49,20,1,1,2,0,3,0,0,0,12,2,36,99,74,24,10,0,0,0.36,1,3,59.38,23.42,2,0,3,1,2023,4,52,27,361,0,0,0,0,0,0,45.0,50.0,86.0,0.0,46.0,17.33012790874126,27.0,72.0,48.714285714285715,23.156419848927,21.0,81.0,51.2,24.30226326908669,21.0,86.0,47.596924155950546,52.82624461509867,63.034417212806325,51.2,-9.0,-14.0,-0.19999999999999996,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
3275,3275,36,30,2,6,5,5,9,0,29,8451.0,9147.63,40,1,1,2,1,2,0,0,0,1,0,57,89,46,20,10,1,0,0.64,3,2,82.85,-8.24,0,0,0,4,2024,1,1,1,1,0,1,0,1,0,0,36.0,27.0,26.0,0.0,50.285714285714285,15.456544306692923,28.0,72.0,50.92857142857143,22.283019701848474,21.0,81.0,51.5625,23.52294978667996,21.0,86.0,49.94769311696291,53.382745333085516,62.64509997327044,51.5625,21.0,30.0,0.5833333333333333,0.49999999999999994,0.8660254037844387,0.0,1.0
4253,4253,36,30,2,6,9,9,0,2,40,5651.1,4495.75,10,1,6,4,0,3,0,0,0,2,1,26,85,71,40,7,2,0,0.31,1,2,313.58,20.44,1,3,1,4,2024,1,8,20,51,0,0,0,0,0,0,57.0,50.0,81.0,0.0,46.857142857142854,17.985443849852302,26.0,72.0,47.0,21.404528636572362,21.0,81.0,50.05882352941177,23.60474154760886,21.0,86.0,43.96076983772218,49.73171262200745,60.28089997499493,50.05882352941177,-31.0,-24.0,-0.543859649122807,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
4399,4399,36,30,2,6,6,0,2,3,7,33147.0,23770.66,10,1,5,3,0,3,0,0,0,2,1,23,121,52,32,3,1,0,0.19,6,3,300.89,28.29,2,0,3,3,2024,1,8,20,51,0,0,0,0,0,0,26.0,28.0,80.0,0.0,46.142857142857146,18.93346747102046,23.0,72.0,42.92857142857143,20.021005452790316,21.0,81.0,48.55555555555556,23.771515881833487,21.0,86.0,38.72057737829164,46.167484272406455,57.875680621769455,48.55555555555556,-3.0,-5.0,-0.11538461538461542,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
3755,3755,36,30,2,6,2,7,5,3,17,212.25,226.37,25,1,5,3,0,3,0,0,0,3,3,90,209,41,22,9,1,0,0.43,7,3,169.51,-6.65,2,3,4,4,2024,1,10,7,67,0,0,0,0,0,1,23.0,72.0,21.0,0.0,48.714285714285715,23.662306774800324,23.0,90.0,47.857142857142854,22.541780500481064,21.0,90.0,50.73684210526316,24.98186476729594,21.0,90.0,51.54043303371873,52.01181970275226,59.94821735584885,50.73684210526316,67.0,18.0,2.9130434782608696,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
1356,1356,36,30,2,6,1,1,3,2,47,24417.1,22540.51,15,1,3,0,0,3,0,0,0,6,4,32,131,52,28,6,1,0,0.24,2,3,95.39,7.69,2,3,3,1,2024,2,24,14,166,0,0,0,0,0,2,90.0,64.0,81.0,0.0,44.142857142857146,23.305425487273485,23.0,90.0,44.357142857142854,20.731273822071678,21.0,90.0,49.8,24.67387282126582,21.0,90.0,46.655324775289046,49.34357707571863,58.14510655869731,49.8,-58.0,-32.0,-0.6444444444444444,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
3568,3568,36,30,2,6,1,1,3,2,13,30345.0,16823.93,0,0,4,4,0,3,0,0,1,6,5,61,188,43,39,4,0,0,0.32,6,3,273.76,44.56,1,2,4,0,2024,2,26,29,181,1,0,0,0,0,2,32.0,45.0,21.0,0.0,46.42857142857143,24.17200269497159,23.0,90.0,47.214285714285715,20.00837736637244,23.0,90.0,50.333333333333336,24.17298767908786,21.0,90.0,50.241493581466784,50.89776679895615,58.329293232329746,50.333333333333336,29.0,16.0,0.90625,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2599,2599,36,30,2,6,7,4,4,2,49,31019.25,28857.18,25,1,2,1,0,3,0,0,0,7,1,88,226,31,22,4,0,0,0.39,2,2,274.16,6.97,1,5,0,2,2024,3,27,2,184,0,0,0,0,0,2,61.0,36.0,50.0,0.0,53.857142857142854,28.103550021474568,23.0,90.0,49.92857142857143,22.798327488299144,23.0,90.0,52.04545454545455,24.919828159476456,21.0,90.0,59.68112018610009,55.844731225762,60.24353237863106,52.04545454545455,27.0,52.0,0.4426229508196722,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
3541,3541,36,30,2,6,9,9,0,2,21,14500.8,13364.22,40,1,3,0,0,3,0,0,0,7,4,21,136,66,30,10,1,0,0.15,3,3,185.52,7.84,2,0,1,1,2024,3,27,5,187,0,0,0,0,0,2,88.0,57.0,27.0,0.0,48.714285714285715,30.6143445991923,21.0,90.0,49.5,23.313086453749534,21.0,90.0,50.69565217391305,25.19277454604918,21.0,90.0,50.010840139575066,51.198767062327065,57.7116915800097,50.69565217391305,-67.0,-36.0,-0.7613636363636364,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
287,287,36,30,2,6,8,6,8,1,39,15144.45,13600.97,15,1,6,4,0,3,0,0,0,7,2,43,77,48,23,12,2,0,0.56,4,2,257.15,10.19,2,0,2,2,2024,3,28,10,192,0,0,0,0,0,2,21.0,26.0,50.0,0.0,51.142857142857146,29.151492651483963,21.0,90.0,49.0,23.376516816273945,21.0,90.0,50.375,24.689044393080067,21.0,90.0,48.2581301046813,50.10559812068346,56.76255018775101,50.375,22.0,17.0,1.0476190476190474,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
541,541,36,30,2,6,3,2,6,2,45,32302.9,29923.7,30,1,2,1,0,3,0,0,0,8,4,36,118,78,45,11,1,0,0.31,3,3,242.94,7.37,0,0,3,4,2024,3,31,2,215,0,0,0,0,0,2,43.0,23.0,28.0,0.0,53.0,27.42261840160417,21.0,90.0,49.57142857142857,22.916954710144477,21.0,90.0,49.8,24.339611062354034,21.0,90.0,45.193597578510975,48.22485170459233,55.42303082079933,49.8,-7.0,13.0,-0.16279069767441856,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
4929,4929,36,30,2,6,9,9,0,2,1,19239.3,14638.23,10,1,6,4,0,3,0,0,0,8,0,46,111,37,21,4,0,0,0.41,4,0,318.66,23.91,0,5,5,1,2024,3,32,5,218,0,0,0,0,0,2,36.0,90.0,72.0,0.0,46.714285714285715,22.04324753535108,21.0,88.0,47.714285714285715,21.994504808207022,21.0,90.0,49.65384615384615,23.8594925473151,21.0,90.0,45.39519818388323,47.92820481064669,54.815093348489704,49.65384615384615,10.0,-44.0,0.2777777777777777,-0.8660254037844385,-0.5000000000000004,0.0,1.0
2887,2887,36,30,2,6,2,7,5,3,33,20026.8,26172.26,40,1,6,4,0,3,0,0,1,8,5,57,66,59,41,2,2,0,0.86,1,0,266.84,-30.69,0,5,4,2,2024,3,33,17,230,1,0,0,0,0,2,46.0,32.0,64.0,0.0,50.285714285714285,21.27372625027003,21.0,88.0,47.214285714285715,21.67301963778422,21.0,90.0,49.925925925925924,23.438833532812968,21.0,90.0,48.296398637912425,49.13777750256047,54.95605506794199,49.925925925925924,11.0,25.0,0.23913043478260865,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
3957,3957,36,30,2,6,3,2,6,2,42,28702.0,21540.08,0,0,4,4,0,3,0,0,1,9,6,47,183,62,45,6,0,0,0.26,6,3,263.17,24.95,1,1,4,3,2024,3,36,8,252,1,0,0,0,0,3,57.0,61.0,45.0,0.0,48.285714285714285,20.750215145184114,21.0,88.0,47.357142857142854,21.663891059183616,21.0,90.0,49.82142857142857,23.007331474712615,21.0,90.0,47.97229897843432,48.85274050221907,54.44276119259089,49.82142857142857,-10.0,-14.0,-0.17543859649122806,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
2775,2775,36,30,2,6,1,1,3,2,2,8847.0,6309.58,0,0,4,4,0,3,0,0,0,11,2,53,96,33,48,10,0,0,0.55,7,0,257.2,28.68,0,1,1,2,2024,4,47,20,325,0,0,0,0,0,3,47.0,88.0,36.0,0.0,43.285714285714285,11.926361357853239,21.0,57.0,48.57142857142857,21.453758091852727,21.0,90.0,49.93103448275862,22.600459910748278,21.0,90.0,49.22922423382574,49.40570843525653,54.34967982532697,49.93103448275862,6.0,-35.0,0.12765957446808507,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
2062,2062,36,30,2,6,5,5,9,0,27,18908.25,16629.84,15,1,1,2,0,3,0,0,0,11,0,65,156,69,50,7,2,0,0.42,7,1,337.05,12.05,2,1,5,2,2024,4,48,25,330,0,0,0,0,0,3,53.0,21.0,57.0,0.0,49.57142857142857,9.58918041087874,36.0,65.0,49.142857142857146,21.799284190284578,21.0,90.0,50.43333333333333,22.37714864787727,21.0,90.0,53.171918175369306,51.484947310555654,55.03679725595104,50.43333333333333,12.0,44.0,0.2264150943396226,-0.5000000000000004,0.8660254037844384,0.0,1.0
1881,1881,36,30,2,6,1,1,3,2,5,13851.6,13916.18,40,1,2,1,0,3,0,0,0,4,1,57,67,80,45,12,2,0,0.85,2,1,182.16,-0.47,0,0,3,0,2025,2,15,8,98,0,0,0,0,0,1,65.0,43.0,26.0,86.0,51.57142857142857,9.44911182523066,36.0,65.0,51.357142857142854,20.820135013443643,21.0,90.0,49.46666666666667,21.39244683548835,21.0,90.0,54.12893863152698,52.220287669148234,55.163455497502596,50.645161290322584,-8.0,14.0,-0.12307692307692308,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2780,2780,36,30,2,6,1,1,3,2,42,999.0,758.86,10,1,0,4,0,3,0,0,0,4,0,28,190,71,50,9,1,0,0.15,2,3,154.27,24.04,1,0,2,4,2025,2,18,28,118,0,0,0,0,0,1,57.0,36.0,23.0,26.0,50.42857142857143,11.830147123023472,28.0,65.0,51.714285714285715,20.333483455880096,21.0,90.0,49.53333333333333,21.319787366044096,21.0,90.0,47.59670397364523,48.990915979928474,53.41097449766372,49.9375,-29.0,-8.0,-0.5087719298245614,0.8660254037844387,-0.4999999999999998,0.0,1.0
3617,3617,36,30,2,6,8,6,8,1,2,41111.1,36436.95,10,1,3,0,0,3,0,0,0,5,2,30,68,45,29,11,2,0,0.44,3,1,274.73,11.37,1,3,3,2,2025,2,19,7,127,0,0,0,0,0,1,28.0,46.0,90.0,81.0,48.142857142857146,14.147185484853754,28.0,65.0,47.42857142857143,17.809739279024082,21.0,88.0,47.833333333333336,20.749878825293603,21.0,90.0,43.19752798023393,46.458793849271345,51.90058904620155,49.333333333333336,2.0,-16.0,0.0714285714285714,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
